X,Y,File,Folder,Point_Index
300.152,396.456,m-017-05.pts,m-017,20
518.886,395.544,m-017-05.pts,m-017,21
315.406,275.928,m-018-01.pts,m-018,0
428.049,270.343,m-018-01.pts,m-018,1
333.559,400.208,m-018-01.pts,m-018,2
422.463,394.157,m-018-01.pts,m-018,3
267.928,257.31,m-018-01.pts,m-018,4
344.265,240.087,m-018-01.pts,m-018,5
391.277,240.553,m-018-01.pts,m-018,6
474.715,246.446,m-018-01.pts,m-018,7
249.775,283.376,m-018-01.pts,m-018,8
291.667,279.652,m-018-01.pts,m-018,9
340.541,276.859,m-018-01.pts,m-018,10
404.31,274.532,m-018-01.pts,m-018,11
457.373,269.412,m-018-01.pts,m-018,12
493.68,263.826,m-018-01.pts,m-018,13
379.175,342.025,m-018-01.pts,m-018,14
359.625,349.938,m-018-01.pts,m-018,15
393.604,348.541,m-018-01.pts,m-018,16
380.106,393.692,m-018-01.pts,m-018,17
379.64,410.449,m-018-01.pts,m-018,18
383.829,495.629,m-018-01.pts,m-018,19
265.6,403.001,m-018-01.pts,m-018,20
491.818,387.641,m-018-01.pts,m-018,21
320.074,276.583,m-018-02.pts,m-018,0
431.196,271.509,m-018-02.pts,m-018,1
326.163,386.69,m-018-02.pts,m-018,2
438.3,378.571,m-018-02.pts,m-018,3
269.416,261.768,m-018-02.pts,m-018,4
354.74,249.732,m-018-02.pts,m-018,5
397.658,249.159,m-018-02.pts,m-018,6
482.987,247.731,m-018-02.pts,m-018,7
249.545,282.672,m-018-02.pts,m-018,8
293.689,280.135,m-018-02.pts,m-018,9
344.43,277.598,m-018-02.pts,m-018,10
410.392,276.075,m-018-02.pts,m-018,11
460.118,272.523,m-018-02.pts,m-018,12
494.622,267.957,m-018-02.pts,m-018,13
381.978,342.546,m-018-02.pts,m-018,14
361.174,350.157,m-018-02.pts,m-018,15
404.811,347.112,m-018-02.pts,m-018,16
381.978,384.153,m-018-02.pts,m-018,17
382.992,426.268,m-018-02.pts,m-018,18
388.066,489.186,m-018-02.pts,m-018,19
263.245,391.764,m-018-02.pts,m-018,20
496.144,372.99,m-018-02.pts,m-018,21
323.767,285.813,m-018-03.pts,m-018,0
436.358,284.37,m-018-03.pts,m-018,1
345.419,412.838,m-018-03.pts,m-018,2
430.584,409.47,m-018-03.pts,m-018,3
275.17,274.265,m-018-03.pts,m-018,4
359.373,261.274,m-018-03.pts,m-018,5
405.082,265.604,m-018-03.pts,m-018,6
483.992,263.199,m-018-03.pts,m-018,7
254.481,288.7,m-018-03.pts,m-018,8
297.304,290.625,m-018-03.pts,m-018,9
351.674,289.662,m-018-03.pts,m-018,10
416.63,287.738,m-018-03.pts,m-018,11
467.152,286.775,m-018-03.pts,m-018,12
496.983,285.332,m-018-03.pts,m-018,13
389.204,363.279,m-018-03.pts,m-018,14
366.109,367.61,m-018-03.pts,m-018,15
405.082,369.053,m-018-03.pts,m-018,16
389.204,407.546,m-018-03.pts,m-018,17
390.648,424.867,m-018-03.pts,m-018,18
393.054,501.852,m-018-03.pts,m-018,19
268.915,412.838,m-018-03.pts,m-018,20
487.841,411.395,m-018-03.pts,m-018,21
324.759,273.418,m-018-05.pts,m-018,0
436.861,270.684,m-018-05.pts,m-018,1
341.165,395.544,m-018-05.pts,m-018,2
428.658,390.076,m-018-05.pts,m-018,3
276.078,265.412,m-018-05.pts,m-018,4
359.392,244.253,m-018-05.pts,m-018,5
402.228,246.076,m-018-05.pts,m-018,6
485.165,257.013,m-018-05.pts,m-018,7
256.405,284.354,m-018-05.pts,m-018,8
299.241,277.063,m-018-05.pts,m-018,9
348.456,274.329,m-018-05.pts,m-018,10
416.81,274.329,m-018-05.pts,m-018,11
459.646,272.506,m-018-05.pts,m-018,12
497.013,281.62,m-018-05.pts,m-018,13
389.468,342.684,m-018-05.pts,m-018,14
368.506,346.329,m-018-05.pts,m-018,15
407.696,345.418,m-018-05.pts,m-018,16
387.646,386.43,m-018-05.pts,m-018,17
389.468,411.949,m-018-05.pts,m-018,18
389.468,487.595,m-018-05.pts,m-018,19
271.899,401.013,m-018-05.pts,m-018,20
486.987,393.722,m-018-05.pts,m-018,21
323.967,258.086,m-019-01.pts,m-019,0
444.949,263.204,m-019-01.pts,m-019,1
335.6,381.86,m-019-01.pts,m-019,2
431.455,384.652,m-019-01.pts,m-019,3
272.317,243.196,m-019-01.pts,m-019,4
366.31,234.82,m-019-01.pts,m-019,5
408.654,240.404,m-019-01.pts,m-019,6
487.758,239.473,m-019-01.pts,m-019,7
249.981,259.482,m-019-01.pts,m-019,8
299.305,261.343,m-019-01.pts,m-019,9
349.559,260.412,m-019-01.pts,m-019,10
422.614,264.6,m-019-01.pts,m-019,11
469.61,269.719,m-019-01.pts,m-019,12
512.885,268.788,m-019-01.pts,m-019,13
390.972,316.716,m-019-01.pts,m-019,14
367.706,324.161,m-019-01.pts,m-019,15
407.258,324.626,m-019-01.pts,m-019,16
387.391,366.939,m-019-01.pts,m-019,17
386.784,397.215,m-019-01.pts,m-019,18
385.388,471.2,m-019-01.pts,m-019,19
256.031,377.672,m-019-01.pts,m-019,20
503.113,383.721,m-019-01.pts,m-019,21
309.418,245.631,m-019-02.pts,m-019,0
430.689,241.572,m-019-02.pts,m-019,1
316.522,351.171,m-019-02.pts,m-019,2
439.822,348.634,m-019-02.pts,m-019,3
263.245,229.901,m-019-02.pts,m-019,4
348.996,218.738,m-019-02.pts,m-019,5
396.185,217.724,m-019-02.pts,m-019,6
475.848,217.216,m-019-02.pts,m-019,7
238.382,255.272,m-019-02.pts,m-019,8
284.556,252.227,m-019-02.pts,m-019,9
335.296,245.124,m-019-02.pts,m-019,10
409.885,244.109,m-019-02.pts,m-019,11
463.163,249.183,m-019-02.pts,m-019,12
503.248,245.124,m-019-02.pts,m-019,13
381.978,297.386,m-019-02.pts,m-019,14
359.144,307.535,m-019-02.pts,m-019,15
404.303,304.49,m-019-02.pts,m-019,16
379.441,342.038,m-019-02.pts,m-019,17
378.933,375.527,m-019-02.pts,m-019,18
380.963,447.579,m-019-02.pts,m-019,19
249.037,354.216,m-019-02.pts,m-019,20
502.74,340.009,m-019-02.pts,m-019,21
312.058,264.349,m-019-03.pts,m-019,0
436.474,260.72,m-019-03.pts,m-019,1
330.894,382.402,m-019-03.pts,m-019,2
436.992,373.731,m-019-03.pts,m-019,3
266.439,250.871,m-019-03.pts,m-019,4
358.196,246.205,m-019-03.pts,m-019,5
398.631,246.205,m-019-03.pts,m-019,6
480.538,239.466,m-019-03.pts,m-019,7
240.519,267.978,m-019-03.pts,m-019,8
278.881,274.199,m-019-03.pts,m-019,9
340.052,262.275,m-019-03.pts,m-019,10
413.664,262.275,m-019-03.pts,m-019,11
470.688,267.459,m-019-03.pts,m-019,12
501.792,261.239,m-019-03.pts,m-019,13
382.56,319.299,m-019-03.pts,m-019,14
363.38,329.149,m-019-03.pts,m-019,15
402.26,328.112,m-019-03.pts,m-019,16
382.042,369.584,m-019-03.pts,m-019,17
385.152,396.022,m-019-03.pts,m-019,18
390.855,467.561,m-019-03.pts,m-019,19
256.071,384.099,m-019-03.pts,m-019,20
500.237,372.176,m-019-03.pts,m-019,21
325.671,246.076,m-019-05.pts,m-019,0
446.886,252.456,m-019-05.pts,m-019,1
341.165,369.114,m-019-05.pts,m-019,2
432.304,370.937,m-019-05.pts,m-019,3
279.19,229.671,m-019-05.pts,m-019,4
370.329,226.025,m-019-05.pts,m-019,5
405.873,226.937,m-019-05.pts,m-019,6
496.101,245.165,m-019-05.pts,m-019,7
248.203,263.392,m-019-05.pts,m-019,8
299.241,252.456,m-019-05.pts,m-019,9
347.544,248.81,m-019-05.pts,m-019,10
427.747,252.456,m-019-05.pts,m-019,11
467.848,258.835,m-019-05.pts,m-019,12
510.684,271.595,m-019-05.pts,m-019,13
392.203,307.139,m-019-05.pts,m-019,14
370.329,311.696,m-019-05.pts,m-019,15
410.43,314.43,m-019-05.pts,m-019,16
389.468,354.532,m-019-05.pts,m-019,17
388.557,387.342,m-019-05.pts,m-019,18
388.557,448.405,m-019-05.pts,m-019,19
260.962,374.582,m-019-05.pts,m-019,20
498.835,375.494,m-019-05.pts,m-019,21
342.567,262.53,m-020-01.pts,m-020,0
446.685,262.53,m-020-01.pts,m-020,1
345.046,389.455,m-020-01.pts,m-020,2
442.719,390.447,m-020-01.pts,m-020,3
292.491,245.177,m-020-01.pts,m-020,4
371.323,240.715,m-020-01.pts,m-020,5
417.928,239.228,m-020-01.pts,m-020,6
496.761,239.228,m-020-01.pts,m-020,7
269.684,265.505,m-020-01.pts,m-020,8
318.272,264.018,m-020-01.pts,m-020,9
367.852,264.513,m-020-01.pts,m-020,10
426.357,266.497,m-020-01.pts,m-020,11
472.467,264.018,m-020-01.pts,m-020,12
518.012,263.787,m-020-01.pts,m-020,13
396.609,338.884,m-020-01.pts,m-020,14
378.264,344.833,m-020-01.pts,m-020,15
414.458,346.321,m-020-01.pts,m-020,16
396.113,382.514,m-020-01.pts,m-020,17
396.113,403.834,m-020-01.pts,m-020,18
396.113,481.179,m-020-01.pts,m-020,19
287.533,389.455,m-020-01.pts,m-020,20
498.248,387.472,m-020-01.pts,m-020,21
345.952,264.405,m-020-02.pts,m-020,0
450.477,265.927,m-020-02.pts,m-020,1
333.267,368.423,m-020-02.pts,m-020,2
461.64,371.975,m-020-02.pts,m-020,3
289.63,247.153,m-020-02.pts,m-020,4
374.366,240.049,m-020-02.pts,m-020,5
430.148,241.459,m-020-02.pts,m-020,6
506.644,245.68,m-020-02.pts,m-020,7
267.811,263.39,m-020-02.pts,m-020,8
322.611,264.405,m-020-02.pts,m-020,9
369.292,264.912,m-020-02.pts,m-020,10
428.659,267.449,m-020-02.pts,m-020,11
476.355,263.39,m-020-02.pts,m-020,12
521.514,265.42,m-020-02.pts,m-020,13
399.229,339.501,m-020-02.pts,m-020,14
377.411,346.605,m-020-02.pts,m-020,15
419.526,349.142,m-020-02.pts,m-020,16
398.722,379.079,m-020-02.pts,m-020,17
397.2,418.149,m-020-02.pts,m-020,18
395.17,482.082,m-020-02.pts,m-020,19
277.452,366.901,m-020-02.pts,m-020,20
510.859,370.96,m-020-02.pts,m-020,21
346.682,264.881,m-020-03.pts,m-020,0
449.975,265.888,m-020-03.pts,m-020,1
348.697,397.903,m-020-03.pts,m-020,2
444.433,396.895,m-020-03.pts,m-020,3
295.287,254.803,m-020-03.pts,m-020,4
373.387,251.78,m-020-03.pts,m-020,5
420.247,243.214,m-020-03.pts,m-020,6
502.882,251.78,m-020-03.pts,m-020,7
274.628,265.888,m-020-03.pts,m-020,8
312.418,268.408,m-020-03.pts,m-020,9
369.86,265.888,m-020-03.pts,m-020,10
427.805,267.904,m-020-03.pts,m-020,11
478.696,266.896,m-020-03.pts,m-020,12
520.014,265.384,m-020-03.pts,m-020,13
395.557,341.469,m-020-03.pts,m-020,14
379.433,350.035,m-020-03.pts,m-020,15
412.689,352.051,m-020-03.pts,m-020,16
396.061,389.841,m-020-03.pts,m-020,17
397.573,415.538,m-020-03.pts,m-020,18
401.604,479.53,m-020-03.pts,m-020,19
297.302,400.422,m-020-03.pts,m-020,20
498.851,396.895,m-020-03.pts,m-020,21
344.81,266.127,m-020-05.pts,m-020,0
453.266,266.127,m-020-05.pts,m-020,1
351.19,401.924,m-020-05.pts,m-020,2
445.975,401.013,m-020-05.pts,m-020,3
293.772,254.278,m-020-05.pts,m-020,4
384.0,247.899,m-020-05.pts,m-020,5
420.456,244.253,m-020-05.pts,m-020,6
505.215,252.456,m-020-05.pts,m-020,7
267.342,276.152,m-020-05.pts,m-020,8
316.557,271.595,m-020-05.pts,m-020,9
366.684,267.038,m-020-05.pts,m-020,10
434.127,267.949,m-020-05.pts,m-020,11
475.139,269.772,m-020-05.pts,m-020,12
519.797,277.975,m-020-05.pts,m-020,13
401.316,350.886,m-020-05.pts,m-020,14
382.177,351.797,m-020-05.pts,m-020,15
420.456,351.797,m-020-05.pts,m-020,16
402.228,388.253,m-020-05.pts,m-020,17
401.316,420.152,m-020-05.pts,m-020,18
401.316,483.949,m-020-05.pts,m-020,19
292.861,405.57,m-020-05.pts,m-020,20
493.367,405.57,m-020-05.pts,m-020,21
356.828,259.616,m-021-01.pts,m-021,0
471.918,250.971,m-021-01.pts,m-021,1
381.143,387.674,m-021-01.pts,m-021,2
469.757,381.731,m-021-01.pts,m-021,3
310.9,242.866,m-021-01.pts,m-021,4
394.111,234.221,m-021-01.pts,m-021,5
437.337,231.519,m-021-01.pts,m-021,6
519.468,226.656,m-021-01.pts,m-021,7
291.988,269.882,m-021-01.pts,m-021,8
332.513,265.56,m-021-01.pts,m-021,9
385.466,260.156,m-021-01.pts,m-021,10
449.765,254.753,m-021-01.pts,m-021,11
500.556,252.592,m-021-01.pts,m-021,12
540.541,249.35,m-021-01.pts,m-021,13
415.724,320.133,m-021-01.pts,m-021,14
400.595,328.778,m-021-01.pts,m-021,15
434.427,328.17,m-021-01.pts,m-021,16
423.289,373.086,m-021-01.pts,m-021,17
424.91,394.158,m-021-01.pts,m-021,18
432.474,484.934,m-021-01.pts,m-021,19
312.521,396.32,m-021-01.pts,m-021,20
545.944,375.787,m-021-01.pts,m-021,21
354.542,260.377,m-021-02.pts,m-021,0
465.787,263.719,m-021-02.pts,m-021,1
347.519,374.472,m-021-02.pts,m-021,2
464.355,376.874,m-021-02.pts,m-021,3
312.049,236.504,m-021-02.pts,m-021,4
390.351,239.846,m-021-02.pts,m-021,5
438.808,244.433,m-021-02.pts,m-021,6
514.009,245.098,m-021-02.pts,m-021,7
288.654,257.989,m-021-02.pts,m-021,8
330.192,261.332,m-021-02.pts,m-021,9
377.937,263.241,m-021-02.pts,m-021,10
443.347,266.106,m-021-02.pts,m-021,11
491.092,266.106,m-021-02.pts,m-021,12
535.494,268.493,m-021-02.pts,m-021,13
406.106,329.129,m-021-02.pts,m-021,14
388.441,338.678,m-021-02.pts,m-021,15
423.294,340.588,m-021-02.pts,m-021,16
405.116,372.166,m-021-02.pts,m-021,17
404.674,410.295,m-021-02.pts,m-021,18
402.287,482.389,m-021-02.pts,m-021,19
293.429,373.531,m-021-02.pts,m-021,20
527.855,380.216,m-021-02.pts,m-021,21
351.477,285.218,m-021-03.pts,m-021,0
467.624,279.132,m-021-03.pts,m-021,1
370.243,417.087,m-021-03.pts,m-021,2
457.48,415.058,m-021-03.pts,m-021,3
306.337,267.466,m-021-03.pts,m-021,4
386.473,265.945,m-021-03.pts,m-021,5
425.527,264.93,m-021-03.pts,m-021,6
514.792,261.887,m-021-03.pts,m-021,7
292.643,285.218,m-021-03.pts,m-021,8
325.103,289.275,m-021-03.pts,m-021,9
382.416,288.768,m-021-03.pts,m-021,10
440.235,285.725,m-021-03.pts,m-021,11
494.505,281.668,m-021-03.pts,m-021,12
533.558,275.581,m-021-03.pts,m-021,13
401.182,353.689,m-021-03.pts,m-021,14
391.545,366.368,m-021-03.pts,m-021,15
422.991,366.368,m-021-03.pts,m-021,16
407.775,410.494,m-021-03.pts,m-021,17
410.311,428.753,m-021-03.pts,m-021,18
417.919,507.367,m-021-03.pts,m-021,19
308.366,417.087,m-021-03.pts,m-021,20
532.544,413.537,m-021-03.pts,m-021,21
361.215,267.038,m-021-05.pts,m-021,0
475.139,263.392,m-021-05.pts,m-021,1
378.532,394.633,m-021-05.pts,m-021,2
468.759,394.633,m-021-05.pts,m-021,3
317.468,252.456,m-021-05.pts,m-021,4
393.114,246.076,m-021-05.pts,m-021,5
436.861,244.253,m-021-05.pts,m-021,6
518.886,250.633,m-021-05.pts,m-021,7
301.063,274.329,m-021-05.pts,m-021,8
336.608,271.595,m-021-05.pts,m-021,9
385.823,269.772,m-021-05.pts,m-021,10
451.443,267.949,m-021-05.pts,m-021,11
497.013,266.127,m-021-05.pts,m-021,12
537.114,267.038,m-021-05.pts,m-021,13
415.899,329.013,m-021-05.pts,m-021,14
402.228,339.949,m-021-05.pts,m-021,15
433.215,339.038,m-021-05.pts,m-021,16
420.456,380.962,m-021-05.pts,m-021,17
421.367,410.127,m-021-05.pts,m-021,18
420.456,474.835,m-021-05.pts,m-021,19
312.0,397.367,m-021-05.pts,m-021,20
530.734,397.367,m-021-05.pts,m-021,21
320.896,267.194,m-022-01.pts,m-022,0
423.288,270.742,m-022-01.pts,m-022,1
322.924,371.106,m-022-01.pts,m-022,2
408.588,374.654,m-022-01.pts,m-022,3
285.414,251.48,m-022-01.pts,m-022,4
347.761,250.467,m-022-01.pts,m-022,5
394.902,247.932,m-022-01.pts,m-022,6
466.88,258.07,m-022-01.pts,m-022,7
262.097,269.222,m-022-01.pts,m-022,8
295.045,267.701,m-022-01.pts,m-022,9
343.199,267.194,m-022-01.pts,m-022,10
399.971,270.742,m-022-01.pts,m-022,11
448.632,273.277,m-022-01.pts,m-022,12
484.395,272.67,m-022-01.pts,m-022,13
363.475,318.39,m-022-01.pts,m-022,14
348.268,327.514,m-022-01.pts,m-022,15
378.619,328.482,m-022-01.pts,m-022,16
363.982,362.996,m-022-01.pts,m-022,17
363.475,380.737,m-022-01.pts,m-022,18
361.411,458.254,m-022-01.pts,m-022,19
263.356,371.833,m-022-01.pts,m-022,20
479.409,375.711,m-022-01.pts,m-022,21
310.196,260.657,m-022-02.pts,m-022,0
412.984,265.997,m-022-02.pts,m-022,1
295.578,354.628,m-022-02.pts,m-022,2
408.98,361.221,m-022-02.pts,m-022,3
264.335,247.979,m-022-02.pts,m-022,4
338.051,238.257,m-022-02.pts,m-022,5
379.322,241.445,m-022-02.pts,m-022,6
456.212,254.078,m-022-02.pts,m-022,7
251.014,258.432,m-022-02.pts,m-022,8
283.901,260.96,m-022-02.pts,m-022,9
331.109,261.547,m-022-02.pts,m-022,10
387.621,264.662,m-022-02.pts,m-022,11
435.678,266.887,m-022-02.pts,m-022,12
477.505,269.112,m-022-02.pts,m-022,13
352.468,310.494,m-022-02.pts,m-022,14
334.224,318.504,m-022-02.pts,m-022,15
369.235,320.034,m-022-02.pts,m-022,16
352.468,350.097,m-022-02.pts,m-022,17
350.688,385.25,m-022-02.pts,m-022,18
348.908,455.11,m-022-02.pts,m-022,19
249.234,351.432,m-022-02.pts,m-022,20
468.161,365.226,m-022-02.pts,m-022,21
312.726,277.279,m-022-03.pts,m-022,0
416.919,280.478,m-022-03.pts,m-022,1
310.898,380.559,m-022-03.pts,m-022,2
400.925,386.043,m-022-03.pts,m-022,3
269.769,266.769,m-022-03.pts,m-022,4
346.086,264.027,m-022-03.pts,m-022,5
381.274,265.398,m-022-03.pts,m-022,6
461.248,272.252,m-022-03.pts,m-022,7
251.032,278.598,m-022-03.pts,m-022,8
280.279,281.392,m-022-03.pts,m-022,9
336.032,278.65,m-022-03.pts,m-022,10
392.242,282.306,m-022-03.pts,m-022,11
447.538,286.876,m-022-03.pts,m-022,12
484.097,284.869,m-022-03.pts,m-022,13
353.398,333.032,m-022-03.pts,m-022,14
341.059,342.172,m-022-03.pts,m-022,15
367.108,344.0,m-022-03.pts,m-022,16
352.484,373.247,m-022-03.pts,m-022,17
353.398,396.097,m-022-03.pts,m-022,18
354.312,466.473,m-022-03.pts,m-022,19
256.059,377.817,m-022-03.pts,m-022,20
470.844,390.613,m-022-03.pts,m-022,21
310.177,280.709,m-022-05.pts,m-022,0
412.253,280.709,m-022-05.pts,m-022,1
306.532,384.608,m-022-05.pts,m-022,2
402.228,389.165,m-022-05.pts,m-022,3
270.076,269.772,m-022-05.pts,m-022,4
340.253,263.392,m-022-05.pts,m-022,5
379.443,260.658,m-022-05.pts,m-022,6
454.177,269.772,m-022-05.pts,m-022,7
251.848,292.557,m-022-05.pts,m-022,8
281.013,285.266,m-022-05.pts,m-022,9
330.228,282.532,m-022-05.pts,m-022,10
387.646,283.443,m-022-05.pts,m-022,11
437.772,283.443,m-022-05.pts,m-022,12
471.494,285.266,m-022-05.pts,m-022,13
353.013,337.215,m-022-05.pts,m-022,14
340.253,346.329,m-022-05.pts,m-022,15
372.152,345.418,m-022-05.pts,m-022,16
351.19,375.494,m-022-05.pts,m-022,17
353.013,401.924,m-022-05.pts,m-022,18
353.013,465.722,m-022-05.pts,m-022,19
256.405,381.873,m-022-05.pts,m-022,20
464.203,389.165,m-022-05.pts,m-022,21
336.39,256.923,m-023-01.pts,m-023,0
450.808,259.842,m-023-01.pts,m-023,1
337.557,382.433,m-023-01.pts,m-023,2
448.473,378.347,m-023-01.pts,m-023,3
289.688,231.821,m-023-01.pts,m-023,4
363.827,225.399,m-023-01.pts,m-023,5
423.371,225.399,m-023-01.pts,m-023,6
501.012,234.156,m-023-01.pts,m-023,7
277.429,258.674,m-023-01.pts,m-023,8
310.704,261.009,m-023-01.pts,m-023,9
358.573,259.258,m-023-01.pts,m-023,10
429.209,260.425,m-023-01.pts,m-023,11
477.662,264.512,m-023-01.pts,m-023,12
510.936,262.76,m-023-01.pts,m-023,13
391.848,312.965,m-023-01.pts,m-023,14
376.086,322.889,m-023-01.pts,m-023,15
406.442,322.305,m-023-01.pts,m-023,16
393.599,360.25,m-023-01.pts,m-023,17
393.015,401.114,m-023-01.pts,m-023,18
391.264,469.414,m-023-01.pts,m-023,19
283.85,380.682,m-023-01.pts,m-023,20
507.434,377.763,m-023-01.pts,m-023,21
310.38,263.618,m-023-02.pts,m-023,0
423.798,258.332,m-023-02.pts,m-023,1
304.613,370.309,m-023-02.pts,m-023,2
441.58,361.658,m-023-02.pts,m-023,3
261.027,248.7,m-023-02.pts,m-023,4
344.333,228.503,m-023-02.pts,m-023,5
389.968,227.253,m-023-02.pts,m-023,6
473.167,234.063,m-023-02.pts,m-023,7
252.229,267.463,m-023-02.pts,m-023,8
280.584,266.502,m-023-02.pts,m-023,9
329.123,263.138,m-023-02.pts,m-023,10
402.653,260.254,m-023-02.pts,m-023,11
453.114,259.293,m-023-02.pts,m-023,12
490.119,256.89,m-023-02.pts,m-023,13
364.686,316.483,m-023-02.pts,m-023,14
349.307,325.614,m-023-02.pts,m-023,15
385.351,322.731,m-023-02.pts,m-023,16
369.492,354.93,m-023-02.pts,m-023,17
374.298,410.678,m-023-02.pts,m-023,18
381.026,476.999,m-023-02.pts,m-023,19
263.282,373.673,m-023-02.pts,m-023,20
492.522,358.775,m-023-02.pts,m-023,21
314.326,275.496,m-023-03.pts,m-023,0
426.573,271.831,m-023-03.pts,m-023,1
326.238,408.361,m-023-03.pts,m-023,2
423.825,397.365,m-023-03.pts,m-023,3
268.052,252.588,m-023-03.pts,m-023,4
338.15,249.381,m-023-03.pts,m-023,5
392.212,247.09,m-023-03.pts,m-023,6
476.971,248.923,m-023-03.pts,m-023,7
260.721,277.787,m-023-03.pts,m-023,8
285.462,278.703,m-023-03.pts,m-023,9
337.233,275.954,m-023-03.pts,m-023,10
404.582,275.038,m-023-03.pts,m-023,11
455.895,275.496,m-023-03.pts,m-023,12
491.173,271.373,m-023-03.pts,m-023,13
361.516,327.268,m-023-03.pts,m-023,14
354.185,340.554,m-023-03.pts,m-023,15
382.132,338.721,m-023-03.pts,m-023,16
368.388,381.33,m-023-03.pts,m-023,17
373.886,422.564,m-023-03.pts,m-023,18
380.758,490.371,m-023-03.pts,m-023,19
276.299,413.401,m-023-03.pts,m-023,20
493.464,394.158,m-023-03.pts,m-023,21
340.078,270.431,m-023-05.pts,m-023,0
454.275,270.431,m-023-05.pts,m-023,1
342.588,394.667,m-023-05.pts,m-023,2
446.745,393.412,m-023-05.pts,m-023,3
294.902,247.843,m-023-05.pts,m-023,4
367.686,237.804,m-023-05.pts,m-023,5
424.157,235.294,m-023-05.pts,m-023,6
504.471,256.627,m-023-05.pts,m-023,7
284.863,280.471,m-023-05.pts,m-023,8
312.471,274.196,m-023-05.pts,m-023,9
358.902,270.431,m-023-05.pts,m-023,10
436.706,270.431,m-023-05.pts,m-023,11
478.118,275.451,m-023-05.pts,m-023,12
515.765,276.706,m-023-05.pts,m-023,13
394.039,324.392,m-023-05.pts,m-023,14
377.725,333.176,m-023-05.pts,m-023,15
409.098,331.922,m-023-05.pts,m-023,16
395.294,364.549,m-023-05.pts,m-023,17
394.039,404.706,m-023-05.pts,m-023,18
394.039,471.216,m-023-05.pts,m-023,19
292.392,398.431,m-023-05.pts,m-023,20
508.235,393.412,m-023-05.pts,m-023,21
348.649,269.182,m-024-01.pts,m-024,0
458.981,268.014,m-024-01.pts,m-024,1
358.573,402.865,m-024-01.pts,m-024,2
457.813,399.946,m-024-01.pts,m-024,3
301.947,247.582,m-024-01.pts,m-024,4
386.01,240.577,m-024-01.pts,m-024,5
416.366,239.41,m-024-01.pts,m-024,6
512.688,255.755,m-024-01.pts,m-024,7
285.602,268.598,m-024-01.pts,m-024,8
322.963,269.766,m-024-01.pts,m-024,9
372.583,271.517,m-024-01.pts,m-024,10
435.63,272.101,m-024-01.pts,m-024,11
484.667,271.517,m-024-01.pts,m-024,12
524.363,266.847,m-024-01.pts,m-024,13
405.858,332.229,m-024-01.pts,m-024,14
390.096,342.737,m-024-01.pts,m-024,15
420.452,341.569,m-024-01.pts,m-024,16
407.026,389.438,m-024-01.pts,m-024,17
407.609,413.373,m-024-01.pts,m-024,18
407.026,498.603,m-024-01.pts,m-024,19
300.78,403.449,m-024-01.pts,m-024,20
520.86,398.778,m-024-01.pts,m-024,21
350.841,259.687,m-024-02.pts,m-024,0
460.011,261.123,m-024-02.pts,m-024,1
347.968,375.082,m-024-02.pts,m-024,2
466.714,371.251,m-024-02.pts,m-024,3
305.354,236.704,m-024-02.pts,m-024,4
389.146,225.691,m-024-02.pts,m-024,5
422.663,228.564,m-024-02.pts,m-024,6
509.329,236.704,m-024-02.pts,m-024,7
284.764,260.166,m-024-02.pts,m-024,8
327.379,260.166,m-024-02.pts,m-024,9
374.303,261.602,m-024-02.pts,m-024,10
440.38,262.081,m-024-02.pts,m-024,11
484.909,262.081,m-024-02.pts,m-024,12
525.609,262.081,m-024-02.pts,m-024,13
408.788,316.393,m-024-02.pts,m-024,14
391.062,324.806,m-024-02.pts,m-024,15
425.536,324.327,m-024-02.pts,m-024,16
406.862,364.069,m-024-02.pts,m-024,17
408.299,403.332,m-024-02.pts,m-024,18
411.172,495.264,m-024-02.pts,m-024,19
291.947,375.56,m-024-02.pts,m-024,20
525.13,370.293,m-024-02.pts,m-024,21
348.125,275.603,m-024-03.pts,m-024,0
459.68,274.645,m-024-03.pts,m-024,1
357.701,411.096,m-024-03.pts,m-024,2
452.019,408.702,m-024-03.pts,m-024,3
302.163,263.634,m-024-03.pts,m-024,4
383.555,258.367,m-024-03.pts,m-024,5
422.335,260.761,m-024-03.pts,m-024,6
509.951,261.719,m-024-03.pts,m-024,7
286.842,278.476,m-024-03.pts,m-024,8
324.187,279.433,m-024-03.pts,m-024,9
371.106,277.997,m-024-03.pts,m-024,10
434.305,279.433,m-024-03.pts,m-024,11
483.618,278.954,m-024-03.pts,m-024,12
522.399,276.56,m-024-03.pts,m-024,13
401.748,336.886,m-024-03.pts,m-024,14
389.3,349.334,m-024-03.pts,m-024,15
418.984,347.898,m-024-03.pts,m-024,16
403.184,398.648,m-024-03.pts,m-024,17
404.621,424.023,m-024-03.pts,m-024,18
409.887,507.329,m-024-03.pts,m-024,19
301.206,412.053,m-024-03.pts,m-024,20
520.484,406.308,m-024-03.pts,m-024,21
352.101,270.684,m-024-05.pts,m-024,0
462.38,270.684,m-024-05.pts,m-024,1
361.215,405.57,m-024-05.pts,m-024,2
462.38,402.835,m-024-05.pts,m-024,3
301.063,264.304,m-024-05.pts,m-024,4
391.291,246.076,m-024-05.pts,m-024,5
425.013,247.899,m-024-05.pts,m-024,6
516.152,266.127,m-024-05.pts,m-024,7
284.863,280.471,m-024-05.pts,m-024,8
324.759,277.063,m-024-05.pts,m-024,9
374.886,275.241,m-024-05.pts,m-024,10
