File,Features
m-029-01.pts,"{'Eye length ratio': 0.20662121576426093, 'Eye distance ratio': 0.25606118743753836, 'Nose ratio': 0.16740216435752664, 'Lip size ratio': 4.03876217215132, 'Lip length ratio': 0.47626823295705256, 'Eye-brow length ratio': 0.3237452072950669, 'Aggressive ratio left': 0.8946124881983234, 'Jaw line ratio': 0.6062448587337294, 'Jaw horizontal length ratio': 0.23280484450021027, 'Nose tip to lips distance': 52.39653929411748, 'Lower lips to chin distance': 55.3100961850547, 'Nose tip to chin': 135.69407952081033}"
m-029-02.pts,"{'Eye length ratio': 0.2064910088280945, 'Eye distance ratio': 0.2521667075059241, 'Nose ratio': 0.18846479784425166, 'Lip size ratio': 3.2462993097355706, 'Lip length ratio': 0.5054540644810438, 'Eye-brow length ratio': 0.3320628750389135, 'Aggressive ratio left': 0.8636921441220957, 'Jaw line ratio': 0.6457632112542881, 'Jaw horizontal length ratio': 0.24586096806472676, 'Nose tip to lips distance': 45.40978806380849, 'Lower lips to chin distance': 62.76170037530849, 'Nose tip to chin': 147.62660229105055}"
m-029-03.pts,"{'Eye length ratio': 0.21738901754987705, 'Eye distance ratio': 0.2512826767818297, 'Nose ratio': 0.14967551971093995, 'Lip size ratio': 3.6880818009991305, 'Lip length ratio': 0.48372207840542203, 'Eye-brow length ratio': 0.3802443621047773, 'Aggressive ratio left': 0.8738285677601997, 'Jaw line ratio': 0.6000220495579753, 'Jaw horizontal length ratio': 0.2220415362747863, 'Nose tip to lips distance': 51.43846534452599, 'Lower lips to chin distance': 52.889371985305324, 'Nose tip to chin': 135.51184146413183}"
m-029-05.pts,"{'Eye length ratio': 0.1999741851569088, 'Eye distance ratio': 0.27213604556979337, 'Nose ratio': 0.18838355732717643, 'Lip size ratio': 3.5527044347313534, 'Lip length ratio': 0.4839942353907615, 'Eye-brow length ratio': 0.33704217426166827, 'Aggressive ratio left': 0.8956460741167602, 'Jaw line ratio': 0.5954444525461623, 'Jaw horizontal length ratio': 0.22399842022773042, 'Nose tip to lips distance': 45.57912509033054, 'Lower lips to chin distance': 51.037999999999954, 'Nose tip to chin': 127.59825212752718}"
m-030-01.pts,"{'Eye length ratio': 0.2250640692292262, 'Eye distance ratio': 0.24931456339235344, 'Nose ratio': 0.15540220691695114, 'Lip size ratio': 3.881017360321431, 'Lip length ratio': 0.43673253819393726, 'Eye-brow length ratio': 0.3452777105625831, 'Aggressive ratio left': 0.9897765617804926, 'Jaw line ratio': 0.6629202907672126, 'Jaw horizontal length ratio': 0.32955948489074205, 'Nose tip to lips distance': 59.678314872321934, 'Lower lips to chin distance': 77.26300000000003, 'Nose tip to chin': 163.32121124030405}"
m-030-02.pts,"{'Eye length ratio': 0.21456497191264096, 'Eye distance ratio': 0.25015359999145553, 'Nose ratio': 0.16560377406329338, 'Lip size ratio': 3.4010077108908403, 'Lip length ratio': 0.541610588153248, 'Eye-brow length ratio': 0.34950560977540984, 'Aggressive ratio left': 0.959942725129661, 'Jaw line ratio': 0.7250564011298717, 'Jaw horizontal length ratio': 0.3181008678250038, 'Nose tip to lips distance': 54.67614060995893, 'Lower lips to chin distance': 78.79760549661391, 'Nose tip to chin': 172.91208053227516}"
m-030-03.pts,"{'Eye length ratio': 0.23915581888894918, 'Eye distance ratio': 0.24040516621715502, 'Nose ratio': 0.1569716432807393, 'Lip size ratio': 6.081381312709468, 'Lip length ratio': 0.49194666523167346, 'Eye-brow length ratio': 0.3590659634924463, 'Aggressive ratio left': 1.0080339595853913, 'Jaw line ratio': 0.7066268061291053, 'Jaw horizontal length ratio': 0.32458464555723454, 'Nose tip to lips distance': 62.54319393826957, 'Lower lips to chin distance': 73.4660488457083, 'Nose tip to chin': 154.30473549765088}"
m-030-05.pts,"{'Eye length ratio': 0.21948985240310354, 'Eye distance ratio': 0.25434223451454074, 'Nose ratio': 0.168872375846909, 'Lip size ratio': 3.8338765586130514, 'Lip length ratio': 0.4731764606475214, 'Eye-brow length ratio': 0.3551575775114668, 'Aggressive ratio left': 1.0212642256444568, 'Jaw line ratio': 0.6549486733340524, 'Jaw horizontal length ratio': 0.3414606756220282, 'Nose tip to lips distance': 59.491819807432364, 'Lower lips to chin distance': 75.64600000000002, 'Nose tip to chin': 162.3201250862012}"
m-031-01.pts,"{'Eye length ratio': 0.20178224951556606, 'Eye distance ratio': 0.26174122551248685, 'Nose ratio': 0.14473049794802753, 'Lip size ratio': 3.6812175102505704, 'Lip length ratio': 0.41111139387498796, 'Eye-brow length ratio': 0.3402146325157219, 'Aggressive ratio left': 0.9699190842478979, 'Jaw line ratio': 0.6440015763815007, 'Jaw horizontal length ratio': 0.29453179651208544, 'Nose tip to lips distance': 56.03290280719, 'Lower lips to chin distance': 72.90928678844696, 'Nose tip to chin': 156.51212256243926}"
m-031-02.pts,"{'Eye length ratio': 0.20212905314528198, 'Eye distance ratio': 0.2643554825217677, 'Nose ratio': 0.17142687443365445, 'Lip size ratio': 3.063044710020217, 'Lip length ratio': 0.4812309739129992, 'Eye-brow length ratio': 0.3489019990083119, 'Aggressive ratio left': 0.9764009769000899, 'Jaw line ratio': 0.6770434092020029, 'Jaw horizontal length ratio': 0.27794830650548424, 'Nose tip to lips distance': 54.822021569803546, 'Lower lips to chin distance': 71.04959474198283, 'Nose tip to chin': 165.9620284884467}"
m-031-03.pts,"{'Eye length ratio': 0.21133262070792644, 'Eye distance ratio': 0.2702707819217896, 'Nose ratio': 0.1695926892225238, 'Lip size ratio': 4.176305293331964, 'Lip length ratio': 0.42283676294717654, 'Eye-brow length ratio': 0.3760504951814589, 'Aggressive ratio left': 0.940157909593915, 'Jaw line ratio': 0.5957803405604584, 'Jaw horizontal length ratio': 0.19605568231622134, 'Nose tip to lips distance': 52.87391214956576, 'Lower lips to chin distance': 44.183901197155485, 'Nose tip to chin': 119.74272972502337}"
m-031-05.pts,"{'Eye length ratio': 0.21071635278395967, 'Eye distance ratio': 0.27337698337364663, 'Nose ratio': 0.14731747550741325, 'Lip size ratio': 2.915528787324576, 'Lip length ratio': 0.4104015251271667, 'Eye-brow length ratio': 0.3688894157509058, 'Aggressive ratio left': 0.9778618573764177, 'Jaw line ratio': 0.6373523070264497, 'Jaw horizontal length ratio': 0.2707431511942336, 'Nose tip to lips distance': 47.39300000000003, 'Lower lips to chin distance': 61.97500000000002, 'Nose tip to chin': 141.33948140912364}"
m-032-01.pts,"{'Eye length ratio': 0.21216446415372017, 'Eye distance ratio': 0.24545291024796295, 'Nose ratio': 0.15137936997202758, 'Lip size ratio': 5.129013116457064, 'Lip length ratio': 0.44454101463542617, 'Eye-brow length ratio': 0.3223676253800961, 'Aggressive ratio left': 0.8683057168416837, 'Jaw line ratio': 0.6335317246662895, 'Jaw horizontal length ratio': 0.3185929857275064, 'Nose tip to lips distance': 48.83153072554659, 'Lower lips to chin distance': 73.22678234771756, 'Nose tip to chin': 141.947621413675}"
m-032-02.pts,"{'Eye length ratio': 0.20712253342990344, 'Eye distance ratio': 0.2519548823622128, 'Nose ratio': 0.15812081542008136, 'Lip size ratio': 2.722604955647888, 'Lip length ratio': 0.4919607531977545, 'Eye-brow length ratio': 0.3024643868854553, 'Aggressive ratio left': 0.886769668545153, 'Jaw line ratio': 0.6554596767248025, 'Jaw horizontal length ratio': 0.28955340401433727, 'Nose tip to lips distance': 40.27255584141635, 'Lower lips to chin distance': 67.53179539298505, 'Nose tip to chin': 149.89805493734733}"
m-032-03.pts,"{'Eye length ratio': 0.21773324019477758, 'Eye distance ratio': 0.25442608061933775, 'Nose ratio': 0.14294100704340315, 'Lip size ratio': 4.586943402956887, 'Lip length ratio': 0.4501787254444073, 'Eye-brow length ratio': 0.3405476216415644, 'Aggressive ratio left': 0.8693111781704993, 'Jaw line ratio': 0.6265014427859614, 'Jaw horizontal length ratio': 0.30314632262690183, 'Nose tip to lips distance': 45.65734750289378, 'Lower lips to chin distance': 70.3967031401329, 'Nose tip to chin': 138.77981182073998}"
m-032-05.pts,"{'Eye length ratio': 0.19569081427799212, 'Eye distance ratio': 0.276946583198979, 'Nose ratio': 0.16127358569658756, 'Lip size ratio': 3.642729517323387, 'Lip length ratio': 0.45610439447553586, 'Eye-brow length ratio': 0.3557601279971191, 'Aggressive ratio left': 0.8760542777522522, 'Jaw line ratio': 0.6406213531827388, 'Jaw horizontal length ratio': 0.306357307442752, 'Nose tip to lips distance': 42.87473125280206, 'Lower lips to chin distance': 69.2719905661733, 'Nose tip to chin': 140.38162551060594}"
m-033-01.pts,"{'Eye length ratio': 0.23193018879341748, 'Eye distance ratio': 0.24813418201420173, 'Nose ratio': 0.1919707838935338, 'Lip size ratio': 5.076708776000899, 'Lip length ratio': 0.4511108258798059, 'Eye-brow length ratio': 0.35599527225232286, 'Aggressive ratio left': 1.0323562202638934, 'Jaw line ratio': 0.6493080797451696, 'Jaw horizontal length ratio': 0.257860310686401, 'Nose tip to lips distance': 50.83610343053448, 'Lower lips to chin distance': 50.17109200525738, 'Nose tip to chin': 118.25809467854624}"
m-033-02.pts,"{'Eye length ratio': 0.21580479109105305, 'Eye distance ratio': 0.24847123287660272, 'Nose ratio': 0.1839084087901996, 'Lip size ratio': 4.577532531548223, 'Lip length ratio': 0.5448333345473325, 'Eye-brow length ratio': 0.31981660866761186, 'Aggressive ratio left': 0.9269241722556744, 'Jaw line ratio': 0.6960394022309382, 'Jaw horizontal length ratio': 0.24745585587944408, 'Nose tip to lips distance': 36.88744215854496, 'Lower lips to chin distance': 52.855020017023904, 'Nose tip to chin': 115.03572756756918}"
m-033-03.pts,"{'Eye length ratio': 0.22609447860155757, 'Eye distance ratio': 0.2488679729185436, 'Nose ratio': 0.1985572255069315, 'Lip size ratio': 5.3022518898243725, 'Lip length ratio': 0.47967354672174933, 'Eye-brow length ratio': 0.3746961097866086, 'Aggressive ratio left': 1.021553290805883, 'Jaw line ratio': 0.6356911471436598, 'Jaw horizontal length ratio': 0.22207142627891976, 'Nose tip to lips distance': 47.33352237051453, 'Lower lips to chin distance': 41.61930125554728, 'Nose tip to chin': 105.7938261951046}"
m-033-05.pts,"{'Eye length ratio': 0.21414505786297258, 'Eye distance ratio': 0.2478699942959652, 'Nose ratio': 0.2335756845184001, 'Lip size ratio': 4.364924867984902, 'Lip length ratio': 0.48765956830697677, 'Eye-brow length ratio': 0.36389944667553026, 'Aggressive ratio left': 1.0747450500876485, 'Jaw line ratio': 0.6346055691428656, 'Jaw horizontal length ratio': 0.25364404419457187, 'Nose tip to lips distance': 43.45206067610604, 'Lower lips to chin distance': 45.56900000000002, 'Nose tip to chin': 108.64343319777778}"
m-033-05_a.pts,"{'Eye length ratio': 0.21414505786297258, 'Eye distance ratio': 0.2478699942959652, 'Nose ratio': 0.2335756845184001, 'Lip size ratio': 4.364924867984902, 'Lip length ratio': 0.48765956830697677, 'Eye-brow length ratio': 0.36389944667553026, 'Aggressive ratio left': 1.0747450500876485, 'Jaw line ratio': 0.6346055691428656, 'Jaw horizontal length ratio': 0.25364404419457187, 'Nose tip to lips distance': 43.45206067610604, 'Lower lips to chin distance': 45.56900000000002, 'Nose tip to chin': 108.64343319777778}"
m-034-03.pts,"{'Eye length ratio': 0.2531369256487863, 'Eye distance ratio': 0.22770224565587716, 'Nose ratio': 0.13879923014614456, 'Lip size ratio': 3.5907378159449586, 'Lip length ratio': 0.46310110327004317, 'Eye-brow length ratio': 0.35894777039433745, 'Aggressive ratio left': 1.1227198641259608, 'Jaw line ratio': 0.7332962186313905, 'Jaw horizontal length ratio': 0.42411943488777476, 'Nose tip to lips distance': 49.16696953240055, 'Lower lips to chin distance': 88.11184584379109, 'Nose tip to chin': 163.87834302310972}"
m-034-05.pts,"{'Eye length ratio': 0.20383982969463937, 'Eye distance ratio': 0.25571889091479366, 'Nose ratio': 0.14955708774415988, 'Lip size ratio': 2.9438380757056897, 'Lip length ratio': 0.46629270339148643, 'Eye-brow length ratio': 0.40004959664795103, 'Aggressive ratio left': 1.1564557396331236, 'Jaw line ratio': 0.7236272947854321, 'Jaw horizontal length ratio': 0.42523052614289575, 'Nose tip to lips distance': 45.7962881683658, 'Lower lips to chin distance': 85.67099999999999, 'Nose tip to chin': 163.17973721329497}"
m-035-01.pts,"{'Eye length ratio': 0.2240067136901853, 'Eye distance ratio': 0.2578577886743021, 'Nose ratio': 0.15747224106430852, 'Lip size ratio': 4.941360092159336, 'Lip length ratio': 0.4640523201703144, 'Eye-brow length ratio': 0.352176739251674, 'Aggressive ratio left': 1.007650307310229, 'Jaw line ratio': 0.6836871661855978, 'Jaw horizontal length ratio': 0.4171247751357079, 'Nose tip to lips distance': 43.49329449466893, 'Lower lips to chin distance': 84.17838479087133, 'Nose tip to chin': 146.60200000000003}"
m-035-02.pts,"{'Eye length ratio': 0.21210709526261615, 'Eye distance ratio': 0.26698750827722845, 'Nose ratio': 0.1651474253514031, 'Lip size ratio': 2.6743229823481864, 'Lip length ratio': 0.5035545993227659, 'Eye-brow length ratio': 0.3494907623150115, 'Aggressive ratio left': 1.0250324196260503, 'Jaw line ratio': 0.7493193069407077, 'Jaw horizontal length ratio': 0.3700361396165332, 'Nose tip to lips distance': 37.09299832852556, 'Lower lips to chin distance': 77.16725892501299, 'Nose tip to chin': 153.52069238053872}"
m-035-03.pts,"{'Eye length ratio': 0.2723318718008667, 'Eye distance ratio': 0.23537762296668938, 'Nose ratio': 0.1587697563024983, 'Lip size ratio': 4.059580772900396, 'Lip length ratio': 0.5139445698952173, 'Eye-brow length ratio': 0.37198337728463576, 'Aggressive ratio left': 1.0517297113978097, 'Jaw line ratio': 0.6825777878726565, 'Jaw horizontal length ratio': 0.35886824920473226, 'Nose tip to lips distance': 41.10769802603887, 'Lower lips to chin distance': 69.73217359296929, 'Nose tip to chin': 135.40948729686556}"
m-035-05.pts,"{'Eye length ratio': 0.22897543675138113, 'Eye distance ratio': 0.2829719329518147, 'Nose ratio': 0.1767985886806415, 'Lip size ratio': 3.891638116770936, 'Lip length ratio': 0.4887051559594567, 'Eye-brow length ratio': 0.3998439601246362, 'Aggressive ratio left': 1.0666573747533248, 'Jaw line ratio': 0.7052967965176864, 'Jaw horizontal length ratio': 0.4232397765116376, 'Nose tip to lips distance': 39.19, 'Lower lips to chin distance': 82.93700000000001, 'Nose tip to chin': 146.735}"
m-036-01.pts,"{'Eye length ratio': 0.1857032982361937, 'Eye distance ratio': 0.2762959648008579, 'Nose ratio': 0.14615522154548402, 'Lip size ratio': 4.224872664222966, 'Lip length ratio': 0.39786493568725395, 'Eye-brow length ratio': 0.3166850517886715, 'Aggressive ratio left': 0.9166759919141451, 'Jaw line ratio': 0.695019926965475, 'Jaw horizontal length ratio': 0.2924116918882186, 'Nose tip to lips distance': 43.83182082688329, 'Lower lips to chin distance': 63.90941014435976, 'Nose tip to chin': 127.54375288503938}"
m-036-02.pts,"{'Eye length ratio': 0.1932465584434939, 'Eye distance ratio': 0.2920167096887593, 'Nose ratio': 0.15798794866773228, 'Lip size ratio': 2.857569650725694, 'Lip length ratio': 0.4742710700784534, 'Eye-brow length ratio': 0.37652651506396645, 'Aggressive ratio left': 0.9099448245166672, 'Jaw line ratio': 0.694458685439816, 'Jaw horizontal length ratio': 0.2581862390825151, 'Nose tip to lips distance': 46.43680928961422, 'Lower lips to chin distance': 58.88485185512483, 'Nose tip to chin': 141.0945042515831}"
m-036-03.pts,"{'Eye length ratio': 0.22242190523596822, 'Eye distance ratio': 0.262254791431057, 'Nose ratio': 0.1389167050417878, 'Lip size ratio': 4.184878657358113, 'Lip length ratio': 0.4559906021925268, 'Eye-brow length ratio': 0.40851290815385466, 'Aggressive ratio left': 0.9248029356133945, 'Jaw line ratio': 0.6788959697377319, 'Jaw horizontal length ratio': 0.25777159541428657, 'Nose tip to lips distance': 45.49635938182306, 'Lower lips to chin distance': 56.48875676628047, 'Nose tip to chin': 124.67112777223122}"
m-036-05.pts,"{'Eye length ratio': 0.2002623314622852, 'Eye distance ratio': 0.26786251384426096, 'Nose ratio': 0.1582331844936189, 'Lip size ratio': 7.000072194983268, 'Lip length ratio': 0.45184668745749684, 'Eye-brow length ratio': 0.38463748798070607, 'Aggressive ratio left': 0.910014979034328, 'Jaw line ratio': 0.7076235431122767, 'Jaw horizontal length ratio': 0.3214417653917909, 'Nose tip to lips distance': 38.65938604013258, 'Lower lips to chin distance': 69.02000000000004, 'Nose tip to chin': 120.88864066156093}"
m-037-01.pts,"{'Eye length ratio': 0.21331271339484947, 'Eye distance ratio': 0.24796153876770274, 'Nose ratio': 0.1346454833431757, 'Lip size ratio': 4.665323471322474, 'Lip length ratio': 0.4227111258413648, 'Eye-brow length ratio': 0.3048601731949705, 'Aggressive ratio left': 0.9015971026381683, 'Jaw line ratio': 0.6371161929894549, 'Jaw horizontal length ratio': 0.3121133168518013, 'Nose tip to lips distance': 50.90022793662129, 'Lower lips to chin distance': 69.87531327300081, 'Nose tip to chin': 141.0063190782598}"
m-037-02.pts,"{'Eye length ratio': 0.2006063023867671, 'Eye distance ratio': 0.25118354448384383, 'Nose ratio': 0.14608210014709908, 'Lip size ratio': 2.931164983835666, 'Lip length ratio': 0.4229602557451161, 'Eye-brow length ratio': 0.3007445207050161, 'Aggressive ratio left': 0.9144008896587471, 'Jaw line ratio': 0.6632521046827284, 'Jaw horizontal length ratio': 0.2990673886215157, 'Nose tip to lips distance': 48.2081225728611, 'Lower lips to chin distance': 68.10931426023903, 'Nose tip to chin': 149.1271321423436}"
m-037-03.pts,"{'Eye length ratio': 0.2126207611447237, 'Eye distance ratio': 0.24425366593673356, 'Nose ratio': 0.14308278247682618, 'Lip size ratio': 3.944040794734296, 'Lip length ratio': 0.4431191187454249, 'Eye-brow length ratio': 0.2962474464129621, 'Aggressive ratio left': 0.912222208247325, 'Jaw line ratio': 0.6166380161027523, 'Jaw horizontal length ratio': 0.2799855130274247, 'Nose tip to lips distance': 49.0863741276538, 'Lower lips to chin distance': 62.23431710077647, 'Nose tip to chin': 136.27808958156115}"
m-037-05.pts,"{'Eye length ratio': 0.21386267909530746, 'Eye distance ratio': 0.2409272296540332, 'Nose ratio': 0.15537509904806918, 'Lip size ratio': 3.20329823113182, 'Lip length ratio': 0.4314716956099267, 'Eye-brow length ratio': 0.3287749618257562, 'Aggressive ratio left': 0.9536048202827344, 'Jaw line ratio': 0.6274532396571433, 'Jaw horizontal length ratio': 0.31458385395557725, 'Nose tip to lips distance': 45.605450222533676, 'Lower lips to chin distance': 66.53199999999998, 'Nose tip to chin': 140.46047251807178}"
m-038-01.pts,"{'Eye length ratio': 0.19088823270727073, 'Eye distance ratio': 0.2519745192758554, 'Nose ratio': 0.14740314924225373, 'Lip size ratio': 4.498068204258851, 'Lip length ratio': 0.4691273660869943, 'Eye-brow length ratio': 0.3195691630653112, 'Aggressive ratio left': 0.925867136296857, 'Jaw line ratio': 0.6616798385740772, 'Jaw horizontal length ratio': 0.34056560169336614, 'Nose tip to lips distance': 52.60127878673676, 'Lower lips to chin distance': 78.04305504655747, 'Nose tip to chin': 154.2064016343031}"
m-038-02.pts,"{'Eye length ratio': 0.18417164893726373, 'Eye distance ratio': 0.2595338879505543, 'Nose ratio': 0.14455385922482428, 'Lip size ratio': 2.2650526238640025, 'Lip length ratio': 0.469941244462395, 'Eye-brow length ratio': 0.3190734793398154, 'Aggressive ratio left': 0.9276352629896355, 'Jaw line ratio': 0.6783802143826028, 'Jaw horizontal length ratio': 0.3313959133730364, 'Nose tip to lips distance': 42.628904958959474, 'Lower lips to chin distance': 77.35857962113836, 'Nose tip to chin': 168.41815871514567}"
m-038-03.pts,"{'Eye length ratio': 0.20563409907973282, 'Eye distance ratio': 0.2586464390542159, 'Nose ratio': 0.17375302324775724, 'Lip size ratio': 3.8516209677664484, 'Lip length ratio': 0.4811768768973566, 'Eye-brow length ratio': 0.396880005130267, 'Aggressive ratio left': 0.9821182537094226, 'Jaw line ratio': 0.6542128878503541, 'Jaw horizontal length ratio': 0.31923774578555403, 'Nose tip to lips distance': 50.341063208875525, 'Lower lips to chin distance': 68.94975626497892, 'Nose tip to chin': 146.2159713369234}"
m-038-05.pts,"{'Eye length ratio': 0.1796346352051404, 'Eye distance ratio': 0.2673990355635267, 'Nose ratio': 0.14588906005044924, 'Lip size ratio': 4.305237703256437, 'Lip length ratio': 0.4667254833384976, 'Eye-brow length ratio': 0.36448104989702435, 'Aggressive ratio left': 0.9536594182665895, 'Jaw line ratio': 0.637489088576021, 'Jaw horizontal length ratio': 0.34998830212659116, 'Nose tip to lips distance': 42.01305192437224, 'Lower lips to chin distance': 76.55700000000002, 'Nose tip to chin': 142.22371586342416}"
m-039-01.pts,"{'Eye length ratio': 0.19437065240524032, 'Eye distance ratio': 0.22075748478256593, 'Nose ratio': 0.15951384162098692, 'Lip size ratio': 4.602909245867076, 'Lip length ratio': 0.42230259273482296, 'Eye-brow length ratio': 0.3493734042940823, 'Aggressive ratio left': 0.8841956651090316, 'Jaw line ratio': 0.6642911366837294, 'Jaw horizontal length ratio': 0.356648512241389, 'Nose tip to lips distance': 48.05111613688078, 'Lower lips to chin distance': 82.0734019399708, 'Nose tip to chin': 151.14367133955696}"
m-039-02.pts,"{'Eye length ratio': 0.19999518746554454, 'Eye distance ratio': 0.21065037806828926, 'Nose ratio': 0.18655680395051594, 'Lip size ratio': 3.435883151457243, 'Lip length ratio': 0.4703444540061541, 'Eye-brow length ratio': 0.3253011723695488, 'Aggressive ratio left': 0.8920340418650687, 'Jaw line ratio': 0.6896085505276519, 'Jaw horizontal length ratio': 0.3187554995046521, 'Nose tip to lips distance': 46.011124611337195, 'Lower lips to chin distance': 73.38563448659421, 'Nose tip to chin': 150.83217378596652}"
m-039-03.pts,"{'Eye length ratio': 0.22495384769109952, 'Eye distance ratio': 0.20139734409881632, 'Nose ratio': 0.15756724651186352, 'Lip size ratio': 4.784125373402326, 'Lip length ratio': 0.4350449299287387, 'Eye-brow length ratio': 0.3744210739797286, 'Aggressive ratio left': 0.9390134568268474, 'Jaw line ratio': 0.6794615522323583, 'Jaw horizontal length ratio': 0.3308510628419086, 'Nose tip to lips distance': 48.75405157522809, 'Lower lips to chin distance': 73.38857073141563, 'Nose tip to chin': 142.30669905524474}"
m-039-05.pts,"{'Eye length ratio': 0.21032610564578627, 'Eye distance ratio': 0.2284238913425661, 'Nose ratio': 0.17428407226833345, 'Lip size ratio': 2.4098579129288713, 'Lip length ratio': 0.3500505546453754, 'Eye-brow length ratio': 0.3596736060965529, 'Aggressive ratio left': 0.9213911255418467, 'Jaw line ratio': 0.6226170132178331, 'Jaw horizontal length ratio': 0.3235798915511198, 'Nose tip to lips distance': 40.26640680517694, 'Lower lips to chin distance': 71.08800000000002, 'Nose tip to chin': 143.16054621647686}"
m-040-01.pts,"{'Eye length ratio': 0.19825581381650226, 'Eye distance ratio': 0.28289457921861294, 'Nose ratio': 0.1763552023632588, 'Lip size ratio': 3.821429839083878, 'Lip length ratio': 0.4937348119301116, 'Eye-brow length ratio': 0.32840333690096657, 'Aggressive ratio left': 0.9804684631312712, 'Jaw line ratio': 0.6303894224066111, 'Jaw horizontal length ratio': 0.23192702860744283, 'Nose tip to lips distance': 52.95117180950761, 'Lower lips to chin distance': 50.882075625901884, 'Nose tip to chin': 132.05112817390082}"
m-040-02.pts,"{'Eye length ratio': 0.18754618730448724, 'Eye distance ratio': 0.2799424260988737, 'Nose ratio': 0.1989090877878878, 'Lip size ratio': 3.745302161947084, 'Lip length ratio': 0.483578445431724, 'Eye-brow length ratio': 0.32155272002253815, 'Aggressive ratio left': 0.9700529708309685, 'Jaw line ratio': 0.6924387409837054, 'Jaw horizontal length ratio': 0.2985775699798542, 'Nose tip to lips distance': 36.664999999999964, 'Lower lips to chin distance': 69.97436916471634, 'Nose tip to chin': 136.85855837323436}"
m-040-03.pts,"{'Eye length ratio': 0.209650666991028, 'Eye distance ratio': 0.2487005859566493, 'Nose ratio': 0.19606419565147798, 'Lip size ratio': 3.6490454664218737, 'Lip length ratio': 0.4940207770576377, 'Eye-brow length ratio': 0.3574065853425857, 'Aggressive ratio left': 0.9710833447383229, 'Jaw line ratio': 0.6341292152154979, 'Jaw horizontal length ratio': 0.2294194061028827, 'Nose tip to lips distance': 26.487177614838433, 'Lower lips to chin distance': 49.42990805170489, 'Nose tip to chin': 105.02295355302095}"
m-040-05.pts,"{'Eye length ratio': 0.19058944616502527, 'Eye distance ratio': 0.26758941179772144, 'Nose ratio': 0.15659141309720098, 'Lip size ratio': 3.448889720642253, 'Lip length ratio': 0.485428563945126, 'Eye-brow length ratio': 0.3709116671067545, 'Aggressive ratio left': 1.0107693768529986, 'Jaw line ratio': 0.6199645171331891, 'Jaw horizontal length ratio': 0.24209749620502363, 'Nose tip to lips distance': 45.715623325073445, 'Lower lips to chin distance': 51.03800000000001, 'Nose tip to chin': 126.1017881713023}"
m-041-01.pts,"{'Eye length ratio': 0.18852735222161543, 'Eye distance ratio': 0.2924251262778962, 'Nose ratio': 0.1540320970574604, 'Lip size ratio': 5.291224429762601, 'Lip length ratio': 0.5020300673696111, 'Eye-brow length ratio': 0.3402903510255448, 'Aggressive ratio left': 0.9370854708060068, 'Jaw line ratio': 0.6686517524712802, 'Jaw horizontal length ratio': 0.3461191824397001, 'Nose tip to lips distance': 48.790310923379046, 'Lower lips to chin distance': 79.89799812886427, 'Nose tip to chin': 150.23581132672726}"
m-041-02.pts,"{'Eye length ratio': 0.2002598605170542, 'Eye distance ratio': 0.3002568010051948, 'Nose ratio': 0.17611179344172442, 'Lip size ratio': 4.1222263518509665, 'Lip length ratio': 0.5506217907240414, 'Eye-brow length ratio': 0.3614595386816453, 'Aggressive ratio left': 0.9407070254444504, 'Jaw line ratio': 0.688509235402335, 'Jaw horizontal length ratio': 0.35461209739687655, 'Nose tip to lips distance': 40.34412782549651, 'Lower lips to chin distance': 86.08176337064664, 'Nose tip to chin': 158.79950222214174}"
m-041-03.pts,"{'Eye length ratio': 0.19099797130417515, 'Eye distance ratio': 0.2762601092653917, 'Nose ratio': 0.14644080472826637, 'Lip size ratio': 7.5307440104121275, 'Lip length ratio': 0.5204105058641566, 'Eye-brow length ratio': 0.3866274997307611, 'Aggressive ratio left': 0.9636147857609241, 'Jaw line ratio': 0.6547869889012106, 'Jaw horizontal length ratio': 0.341327797931084, 'Nose tip to lips distance': 50.65128654831977, 'Lower lips to chin distance': 80.3155464963042, 'Nose tip to chin': 146.42181071479754}"
m-041-05.pts,"{'Eye length ratio': 0.19104472063588326, 'Eye distance ratio': 0.30860623006917176, 'Nose ratio': 0.1770486726632098, 'Lip size ratio': 5.277065958528467, 'Lip length ratio': 0.4773290722154717, 'Eye-brow length ratio': 0.3706877528661967, 'Aggressive ratio left': 0.9860548540026941, 'Jaw line ratio': 0.6716367655971771, 'Jaw horizontal length ratio': 0.3573489644433725, 'Nose tip to lips distance': 48.61250291848799, 'Lower lips to chin distance': 79.29199999999997, 'Nose tip to chin': 147.7837371194815}"
m-042-01.pts,"{'Eye length ratio': 0.23191951345862347, 'Eye distance ratio': 0.2691766654010886, 'Nose ratio': 0.15825282941183197, 'Lip size ratio': 3.310033553723947, 'Lip length ratio': 0.4954476108593326, 'Eye-brow length ratio': 0.3772238223576351, 'Aggressive ratio left': 1.0334556763980394, 'Jaw line ratio': 0.656043255682066, 'Jaw horizontal length ratio': 0.3284852182537685, 'Nose tip to lips distance': 43.9562273745143, 'Lower lips to chin distance': 66.09257277485872, 'Nose tip to chin': 140.04386776292628}"
